buh_empresa	buh_archivo	buh_fecha	buh_bodega	buh_codigo	buh_codigo_funcional	buh_codigo_vinculado	buh_codigo_generico	buh_estatus	buh_clasificacion	buh_responsable	buh_ctv	buh_pv	buh_precio_promocion	buh_promocion_desde	buh_promocion_hasta	buh_proveedor	buh_perfil	buh_horizonte	buh_tiempo_suministro	buh_frecuencia_reposicion	buh_gdb	buh_cam	buh_etapa	buh_nuevo_buffer_sugerido	buh_comportamiento	buh_consumo	buh_buffer_calculado	buh_cobertura_buffer	buh_cobertura_inventario_proyectado	buh_cobertura_pedido_minimo	buh_dias_desabastecimiento	buh_ventas_perdidas	buh_observaciones	buh_nuevo_buffer_real	buh_posponer_alerta_buf	buh_posponer_alerta_red	buh_posponer_alerta_gdb	buh_buffer_minimo	buh_buffer_maximo	buh_pedido_minimo	buh_redondeo_pedido_minimo	buh_pedido_minimo_grupo	buh_unidad_empaque	buh_redondeo_unidad_empaque	buh_porcentaje_atencion	buh_impacto_faltante	buh_buffer_actual	buh_zona_amarilla	buh_zona_roja	buh_color_inventario_fisico	buh_color_inventario_proyectado 	buh_ultimo_buffer	buh_buffer_anterior_estacion	buh_buffer_estacional	buh_inventario_proveedor	buh_inventario_fisico	buh_estado_inventario_fisico	buh_transito	buh_negociacion	buh_produccion	buh_embarcado	buh_comprometido	buh_backorder	buh_inventario_proyectado	buh_estado_inventario_proyectado	buh_ingresos	buh_egresos	buh_pedido_calculado_auxiliar	buh_pedido_calculado	buh_pedido_promedio	buh_pedido_real	buh_calendario_estacional	buh_accion_estacional	buh_etapa_estacional	buh_tdd	buh_idd	buh_roi_pasado	buh_roi_proyectado	buh_velocity	buh_nivel_servicio	buh_ultimo_cambio	buh_nuevo_inicio_horizonte	buh_inicio_horizonte	buh_fin_horizonte	buh_ultima_transferencia_ini	buh_ultima_transferencia_fin	buh_variabilidad	buh_rojo_acumulado	buh_negro	buh_rojo	buh_amarillo	buh_verde	buh_lila	emp_nombre	bod_nombre	ach_nombre	pro_nombre	pre_nombre	pro_descripcion	pro_grupo	pro_linea	pro_sublinea	pro_modelo	pro_familia	pro_subfamilia 	pro_categoria	pro_tipo	pro_marca	pro_cat_management	buh_estado_reposiciones	buh_fecha_nuevo_pedido	buh_fecha_esperada_arribo
1	24	2017-06-01	160617124200534	140729105125459	\N	PTNUFFROO-250CC	0	0	0	0	4.86	10.89	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-118	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	2017-03-31	2017-03-31	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	50.00	\N	\N	1000000000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-20	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	BODEGA SATELITE COMERCIAL COCA	Comercial Coca.xlsm	Bodega Central Agrota	LOCAL	ROOTING X 250CC	Fosforo + Hormonas	NUTRICIONAL					FERTILIZANTE FOLIAR		AGROENZYMAS		\N	\N	\N
1	24	2017-06-01	160617124200534	140729105702983	\N	PTNUFFAGR-LIT	0	0	0	0	20.14	38.50	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-118	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	2017-03-31	2017-03-31	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	28.00	\N	\N	1000000000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-20	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	BODEGA SATELITE COMERCIAL COCA	Comercial Coca.xlsm	Bodega Central Agrota	LOCAL	AGROMIL X LIT	Bioestimulante 243 ppm	NUTRICIONAL					BIOESTIMULANTES		AGROENZYMAS		\N	\N	\N
1	24	2017-06-01	160617124200534	140729110043225	\N	PTNUFFAGR-250CC	0	0	0	0	4.39	10.19	0.00	\N	\N	20	16	2.00	1.00	1.00	1	\N	LIBRE-118	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	2017-03-31	2017-03-31	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	50.00	\N	\N	1000000000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2017-01-20	\N	2017-05-18	2017-06-01	1899-12-30	1899-12-30	1.00	0.00	1.00	0.00	0.00	0.00	0.00	AGROTA	BODEGA SATELITE COMERCIAL COCA	Comercial Coca.xlsm	Bodega Central Agrota	LOCAL	AGROMIL X 250CC	Bioestimulante 243 ppm	NUTRICIONAL					BIOESTIMULANTES		AGROENZYMAS		\N	\N	\N
1	7	2018-04-18	120927162604298	101020132617183	\N	MPHECOBIS-200LIT	0	0	0	0	9188.44	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	\N	LIBRE-603	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-02-25	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	2.00	2.00	1.00	L	L	4.00	\N	\N	1000000000.00	2.12	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	2.12	-0.06	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	1102.61	0.00	-2.40	\N	0.00	2016-04-05	\N	2017-11-29	2018-04-18	1899-12-30	1899-12-30	0.04	0.00	0.00	0.00	0.00	0.00	0.96	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	BISPIRIBAC SODIO 40% SC x 200LIT 	BISPIRIBAC SODIUM 48%	PLAGUICIDAS CONVENCIONALES					HERBICIDA		SUNJOY		MAC	\N	\N
1	7	2018-04-18	120927162604298	101020132629200	\N	MPACCOHXY-200LIT	0	0	0	0	4635.45	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	-	LIBRE-314	\N	\N	0.00	0.00	0.00	0.00	0.00	23	0.00	\N	\N	\N	\N	2017-10-04	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	8.00	5.00	3.00	N	N	7.00	\N	\N	1000000000.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	\N	\N	\N	8.00	2.00	\N	\N	\N	\N	-13906.35	0.00	0.00	-2.40	\N	0.63	2017-01-19	\N	2017-11-29	2018-04-18	2017-07-21	2017-08-18	8.03	0.00	0.94	0.01	0.00	0.00	0.00	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	HEXYTHIAZOX 5% EC x 200LIT 	HEXYTHIAZOX 5% EC	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		MAC MFR-243	2017-08-18	2017-11-10
1	7	2018-04-18	120927162604298	101020132630201	\N	MPFUCOMYC-200LIT	0	0	0	0	2629.94	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	+-	LIBRE-20	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-10-28	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	16.00	11.00	5.00	V	V	24.00	\N	\N	1000000000.00	14.42	0.10	0.00	0.00	0.00	0.00	0.00	0.00	14.42	0.10	\N	\N	\N	2.00	3.00	\N	\N	\N	\N	0.00	0.00	0.00	-2.40	\N	1.67	2017-11-09	\N	2017-11-29	2018-04-18	2017-10-30	2017-11-27	0.10	0.00	0.00	0.00	0.00	0.11	0.85	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	MYCLOBUTANIL 12.5% EC x 200 LIT	MYCLOBUTANIL 12.5% EC	PLAGUICIDAS CONVENCIONALES					FUNGICIDA		SUNJOY		SAC MFR-142	2017-11-27	2018-02-19
1	7	2018-04-18	120927162604298	101020132631202	\N	MPFUCOBEN-500G	0	0	0	0	4.58	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	\N	LIBRE-397	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-03-20	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	9000.00	5985.00	2970.00	L	L	8000.00	\N	\N	1000000000.00	9416.00	-0.05	6000.00	0.00	0.00	0.00	0.00	0.00	15416.00	-0.71	\N	\N	\N	0.00	1800.00	\N	\N	\N	\N	0.00	1905.28	0.00	-2.40	\N	0.00	2016-10-28	\N	2017-11-29	2018-04-18	2018-02-16	2017-12-11	0.17	0.00	0.00	0.00	0.00	0.10	0.86	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	BENALAXYL 8%+MANCOZEB 65% WP x 500G 	BENALAXYL 8%+MANCOZEB 65% WP	PLAGUICIDAS CONVENCIONALES					FUNGICIDA		SUNJOY		MAC	2018-03-16	2018-06-08
1	7	2018-04-18	120927162604298	101020132632203	\N	MPFUCOBEN-250G	0	0	0	0	2.30	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	\N	LIBRE-420	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-11-10	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	6000.00	3990.00	1980.00	L	L	8000.00	\N	\N	1000000000.00	7997.00	-0.33	0.00	0.00	0.00	0.00	0.00	0.00	7997.00	-0.33	\N	\N	\N	0.00	1200.00	\N	\N	\N	\N	0.00	4593.10	0.00	-2.40	\N	0.00	2016-10-05	\N	2017-11-29	2018-04-18	2017-10-10	2017-12-11	0.35	0.00	0.10	0.00	0.00	0.00	0.86	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	BENALAXYL 8%+MANCOZEB 65% WP x 250G 	BENALAXYL 8%+MANCOZEB 65% WP	PLAGUICIDAS CONVENCIONALES					FUNGICIDA		SUNJOY		MAC	2017-11-07	2018-01-30
1	7	2018-04-18	120927162604298	101020132646205	\N	MPFUCODIF-200LIT	0	0	0	0	2939.99	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	-	LIBRE-20	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-06-05	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	36.00	24.00	12.00	R	R	40.00	\N	\N	1000000000.00	9.50	0.74	0.00	0.00	0.00	0.00	0.00	0.00	9.50	0.74	\N	\N	\N	27.00	7.00	\N	\N	\N	\N	-7349.98	0.00	0.00	-2.40	\N	0.77	2017-11-09	\N	2017-11-29	2018-04-18	2017-02-17	2017-05-12	0.15	0.00	0.00	0.10	0.86	0.00	0.00	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	DIFENOCONAZOLE 25% EC x 200LIT	DIFENOCONAZOLE 25% EC	PLAGUICIDAS CONVENCIONALES					FUNGICIDA		SUNJOY		MFR-397	2017-03-17	2017-06-09
1	7	2018-04-18	120927162604298	101020133126212	\N	MPFUCOCBZ-200LIT	0	0	0	0	935.11	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	\N	LIBRE-420	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-12-09	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	5.00	3.00	2.00	L	L	10.00	\N	\N	1000000000.00	13.62	-1.72	0.00	0.00	0.00	0.00	0.00	0.00	13.62	-1.72	\N	\N	\N	0.00	1.00	\N	\N	\N	\N	0.00	8060.65	0.00	-2.40	\N	0.00	2016-10-05	\N	2017-11-29	2018-04-18	2017-11-08	2018-01-26	0.67	0.00	0.10	0.00	0.26	0.01	0.59	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	CARBENDAZIM 50% SC x 200LIT	CARBENDAZIM 50% SC	PLAGUICIDAS CONVENCIONALES					FUNGICIDA		SUNJOY		MAC	2017-12-06	2018-02-28
1	7	2018-04-18	120927162604298	101020133133221	\N	MP-048	0	0	0	0	567.27	1056.00	0.00	\N	\N	29	34	20.00	16.00	4.00	1	\N	LIBRE-62	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	34.00	23.00	11.00	L	L	25.00	\N	\N	1000000000.00	41.40	-0.22	0.00	0.00	0.00	0.00	0.00	0.00	41.40	-0.22	\N	\N	\N	0.00	7.00	\N	\N	\N	\N	0.00	4197.80	0.00	2.07	\N	5.00	2017-09-28	\N	2017-11-29	2018-04-18	2017-09-21	2017-10-19	0.34	0.00	0.02	0.05	0.00	0.00	0.88	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	SHARDA	CHINA SUNJOY	GLIFOSATO 48 % SC X 200 LT	GLIFOSATO 48% SL	PLAGUICIDAS CONVENCIONALES					HERBICIDA		SHARDA		SAC	2017-10-19	2018-01-11
1	7	2018-04-18	120927162604298	101020133653235	\N	MPINCODTM-200LIT	0	0	0	0	1515.98	2150.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	-	SUSP-62	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-12-09	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	11.00	7.00	4.00	R	L	8.00	\N	\N	1000000000.00	0.22	0.98	11.00	0.00	0.00	0.00	0.00	0.00	11.22	-0.02	\N	\N	\N	0.00	2.00	\N	\N	\N	\N	2396.60	0.00	0.00	1.00	\N	1.00	2018-01-30	\N	2018-01-30	2018-06-19	2018-04-12	2018-05-10	0.59	0.00	0.00	0.61	0.00	0.00	0.00	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	DELTAMETRINA 2.5% EC x 200LIT 	DELTAMETRINA 2.5% EC	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		OK	2018-05-10	2018-05-10
1	7	2018-04-18	120927162604298	101020133658241	\N	MPINCOCTP-300G	0	0	0	0	2.96	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	-	SUSP-62	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2016-12-29	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	7980.00	5307.00	2633.00	R	V	6000.00	\N	\N	1000000000.00	90.00	0.99	7500.00	0.00	0.00	0.00	0.00	0.00	7590.00	0.05	\N	\N	\N	390.00	1596.00	\N	\N	\N	\N	-7527.28	0.00	0.00	-2.40	\N	0.90	2018-01-30	\N	2018-01-30	2018-06-19	2018-04-12	2018-05-10	0.34	0.00	0.00	0.46	0.14	0.00	0.00	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	CARTAP 50% PS X 300 G	CARTAP 50% SP	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		OK	2018-05-10	2018-05-10
1	7	2018-04-18	120927162604298	101020133659242	\N	MPINCOCTP-100G	0	0	0	0	1.13	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	+-	LIBRE-313	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2016-12-29	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	7000.00	4655.00	2310.00	V	L	70000.00	\N	\N	1000000000.00	4936.00	0.29	5000.00	0.00	0.00	0.00	0.00	0.00	9936.00	-0.42	\N	\N	\N	0.00	1400.00	\N	\N	\N	\N	0.00	0.00	0.00	-2.40	\N	2.42	2017-01-20	\N	2017-11-29	2018-04-18	2018-04-12	2018-05-10	0.14	0.00	0.00	0.00	0.00	0.73	0.23	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	CARTAP 50% SP x 100G 	CARTAP 50% SP	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		SAC	2018-05-10	2018-05-10
1	7	2018-04-18	120927162604298	101020133701245	\N	MPINCOIMD-100G	0	0	0	0	1.67	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	\N	LIBRE-141	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-07-07	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	9310.00	6191.00	3072.00	L	L	7000.00	\N	\N	1000000000.00	10598.00	-0.14	0.00	0.00	0.00	0.00	0.00	0.00	10598.00	-0.14	\N	\N	\N	0.00	1862.00	\N	\N	\N	\N	0.00	2150.96	0.00	-2.40	\N	2.43	2017-07-11	\N	2017-11-29	2018-04-18	2017-10-30	2017-11-27	0.50	0.00	0.00	0.00	0.38	0.00	0.58	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	IMIDACLOPRID 25% WP Preimpresa x 100G 	IMIDACLOPRID 25% WP	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		SAC	2017-11-27	2018-02-19
1	7	2018-04-18	120927162604298	101020133702246	\N	MPINCOLCY-200LIT	0	0	0	0	646.09	2000.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	+-	LIBRE-420	67.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2018-04-05	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	50.00	33.00	17.00	R	L	40.00	\N	\N	1000000000.00	15.70	0.69	40.00	0.00	0.00	0.00	0.00	0.00	55.70	-0.11	\N	\N	\N	0.00	10.00	\N	\N	\N	\N	1760.08	0.00	0.00	5.03	\N	1.18	2016-10-05	\N	2017-11-29	2018-04-18	2018-04-12	2018-05-10	0.39	153.22	0.00	0.14	0.49	0.32	0.00	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	LAMBDACIHALOTRINA 2.5% EC x 200LIT	LAMBDACIHALOTRINA 2.5% EC	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		OK	2018-05-10	2018-05-10
1	7	2018-04-18	120927162604298	101020133704249	\N	MP-079	0	0	0	0	30.57	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	-	LIBRE-420	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-09-11	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	800.00	532.00	264.00	R	R	708.00	\N	\N	1000000000.00	58.90	0.93	0.00	0.00	0.00	0.00	0.00	0.00	58.90	0.93	\N	\N	\N	741.00	160.00	\N	\N	\N	\N	-6269.91	0.00	0.00	-2.40	\N	1.00	2016-10-05	\N	2017-11-29	2018-04-18	2017-03-16	2017-06-08	0.86	0.00	0.00	0.46	0.00	0.00	0.49	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	CLOFENTAZINE 50 % SC X LITRO	CLOFENTAZINE 50 % SC	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		MFR-370	2017-04-13	2017-07-06
1	7	2018-04-18	120927162604298	101020133857388	\N	MPPRFISKK-100G	0	0	0	0	0.18	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	\N	LIBRE-184	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-02-25	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	7000.00	\N	\N	1000000000.00	32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	1.66	2017-05-29	\N	2017-11-29	2018-04-18	2017-03-16	2017-06-08	1.28	0.00	0.01	0.00	0.00	0.00	0.94	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	FUNDA IMPRESA SKEKURA X 100G 	MATERIA PRIMA	PRODUCCION					FUNDAS PREIMPRESAS		SUNJOY		\N	2017-04-13	2017-07-06
1	7	2018-04-18	120927162604298	101020133905400	\N	MPPRFISPD-100G	0	0	0	0	0.16	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	\N	LIBRE-476	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	6650.00	\N	\N	1000000000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2016-08-10	\N	2017-11-29	2018-04-18	1899-12-30	1899-12-30	0.71	0.00	0.32	0.00	0.00	0.00	0.64	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	FUNDA SINOPRID X 100 GMS PREIMPRESA	FUNDAS	PRODUCCION					FUNDAS PREIMPRESAS		SUNJOY		\N	\N	\N
1	7	2018-04-18	120927162604298	101020133919419	\N	MPPRFISTY-100G	0	0	0	0	0.19	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	-	LIBRE-420	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-02-25	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	5000.00	3325.00	1650.00	V	V	6650.00	\N	\N	1000000000.00	4035.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	4035.00	0.19	\N	\N	\N	965.00	1000.00	5000.00	\N	\N	\N	0.00	0.00	0.00	-2.40	\N	0.00	2016-10-05	\N	2017-11-29	2018-04-18	1899-12-30	1899-12-30	0.10	0.00	0.00	0.00	0.00	0.65	0.31	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	FUNDA IMPRESA SINOTYL X 100G 	FUNDAS	PRODUCCION					FUNDAS PREIMPRESAS		SUNJOY		MAC	\N	\N
1	7	2018-04-18	120927162604298	101020133920420	\N	MPFUCOFAL-25KIL	0	0	0	0	129.40	300.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	+-	LIBRE-124	277.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-02-25	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	208.00	138.00	69.00	R	L	156.00	\N	\N	1000000000.00	7.80	0.96	240.00	0.00	0.00	0.00	0.00	0.00	247.80	-0.19	\N	\N	\N	0.00	42.00	\N	\N	\N	\N	10440.72	0.00	0.00	3.16	\N	2.07	2017-07-28	\N	2017-11-29	2018-04-18	2018-02-16	2018-03-16	0.66	1916.80	0.00	0.29	0.31	0.31	0.04	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	FOSETYL ALUMINIO 80% WP x 25KIL	FOSETYL ALUMINIO 80% WP	PLAGUICIDAS CONVENCIONALES					FUNGICIDA		SUNJOY		SAC	2018-03-16	2018-06-08
1	7	2018-04-18	120927162604298	101020133939446	\N	MPINCOLCY-250CC	0	0	0	0	1.24	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	\N	LIBRE-490	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2016-06-30	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	8645.00	\N	\N	1000000000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2016-07-27	\N	2017-11-29	2018-04-18	1899-12-30	1899-12-30	1.00	0.00	0.96	0.00	0.00	0.00	0.00	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	LAMBDACIHALOTRINA 2.5% EC x 250CC	LAMBDACIHALOTRINA 2.5% EC	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		\N	\N	\N
1	7	2018-04-18	120927162604298	101020133940448	\N	MPFUCODIF-250CC	0	0	0	0	4.63	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	\N	LIBRE-397	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2016-11-04	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	5000.00	\N	\N	1000000000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2016-10-28	\N	2017-11-29	2018-04-18	1899-12-30	1899-12-30	1.00	0.00	0.96	0.00	0.00	0.00	0.00	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	DIFENOCONAZOLE 25% EC x 250CC	DIFENOCONAZOLE 25% EC	PLAGUICIDAS CONVENCIONALES					FUNGICIDA		SUNJOY		\N	\N	\N
1	7	2018-04-18	120927162604298	101020133941449	\N	MPFUCODIF-100CC	0	0	0	0	1.88	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	-	LIBRE-603	\N	\N	0.00	0.00	0.00	0.00	0.00	23	0.00	\N	\N	\N	\N	2018-04-05	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	8000.00	5320.00	2640.00	N	N	5500.00	\N	\N	1000000000.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	\N	\N	\N	8000.00	1600.00	\N	\N	\N	\N	-4963.20	0.00	0.00	-2.40	\N	0.00	2016-04-05	\N	2017-11-29	2018-04-18	1899-12-30	1899-12-30	1.00	0.00	0.96	0.00	0.00	0.00	0.00	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	DIFENOCONAZOLE 25% EC x 100CC	DIFENOCONAZOLE 25% EC	PLAGUICIDAS CONVENCIONALES					FUNGICIDA		SUNJOY		MAC	\N	\N
1	7	2018-04-18	120927162604298	101020133951463	\N	MPACCOABM-200LIT	0	0	0	0	1600.87	0.00	0.00	\N	\N	6	34	20.00	16.00	4.00	1	+-	LIBRE-149	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	25.00	17.00	8.00	R	L	27.00	\N	\N	1000000000.00	6.52	0.74	25.00	0.00	0.00	0.00	0.00	0.00	31.52	-0.26	\N	\N	\N	0.00	5.00	\N	\N	\N	\N	-2369.29	0.00	0.00	-2.40	\N	1.39	2017-07-03	\N	2017-11-29	2018-04-18	2018-04-12	2018-05-10	0.28	12.17	0.00	0.07	0.53	0.36	0.00	AGROTA	MATERIA PRIMA	Importacion Quimicos.xlsm	Sinochem	CHINA SUNJOY	ABAMECTIN  1.8% EC x 200LIT 	ABAMECTIN 2.0% Ec 	PLAGUICIDAS CONVENCIONALES					INSECTICIDA		SUNJOY		SAC	2018-05-10	2018-05-10
