EMPRESA	ARCHIVO	FECHA	BODEGA	CODIGO	CODIGO FUNCIONAL	CODIGO VINCULADO	CODIGO GENERICO	DESCRIPCION	GRUPO	LINEA	SUBLINEA	FAMILIA	SUBFAMILIA	CATEGORIA	TIPO	MARCA	MODELO	CAT MANAGEMENT	CAT PROPIA 1	CAT PROPIA 2	CAT PROPIA 3	CAT PROPIA 4	CAT PROPIA 5	Estatus	Clasificación	Responsable	CTV	PV	Precio Promoción	Inicio Promoción	Fin Promoción	Horizonte	T Suministro	Frec Repos	GDB	Cam	Etapa	Estado Reposiciones	Nuevo Buff Sug	Comportamiento	Consumo	Cobertura Buffer	Cobertura Inv Proy	Cobertura Ped Min	Días Desabastecimiento	Ventas Perdidas	Posponer BUF	Posponer RED	Posponer GDB	Proveedor	Perfil	Buff Min	Buff Max	PEDID Min	Redondeo Pedido Mínimo	PEDID Min Grupo	Unidad Empaque	Redondeo Unidad Empaque	Porc Aten	Impacto Faltante	Observaciones	Nuevo Buff Real	Buff Act	Buff Calc	Zona Amar	Zona Roja	Color	Color1	Ult Buffer	Buff Ant Estacion	Buff Estacional	Inv Proveed	Inv Fís Act	Estado Buffer	Tráns Act	Negociación	Producción	Embarcado	Comprom	Backorders	Inv Proy Act	Estado Buffer Proy	Ingresos	Egresos	PEDIDCalc	PEDID Prom	PEDID Real	Calendario Estacional	Acción Estacional	Etapa Estacional	T$D	I$D	Rentabilid	Rentabilidad Proy	Vel Efect	Servicio	Ult Cambio	Inicio Per	Fin Per	Ult Transfer Inicial	Ult Transfer Final	Fecha Nuevo Pedido	Fecha Esperada Arribo	Var	Rojo Acum	Negro	Rojo	Amarillo	Verde	Lila	Err Ped Grupo	Color Repos Frec	Omisiones GDB	Numero Fila	Borrar
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	46767		0	0	MASCARIILA FLUIDSHIELD PICO DE PATO ANAR	0	0	0	0	MASCARILLA RESPIRATORIA N95	0	0	HALYARD	0	0						0	0	0	0.64	3.26	0			7	3	4	1		LIBRE-251				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		210	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42592	42843	42892	0	0			3.262892068	0	0.704545455	0	0	0	0.068181818			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	41205		0	0	VISERA DE LARGO 3/4 GUARDALL SHIELD	0	0	0	0	VISERA	0	0	HALYARD	0	0						0	0	0	0	7.84	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		40	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	24620		0	0	DREN ESPIRAL SIN TROCAR 20CH UN	0	0	0	0	UNICO	0	0	REDAX	0	0						0	0	0	21.58	0	0			7	3	4	1		LIBRE-27				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	22	0	0	0	0	0	0	0	22	0			0	0					0	0	0	0		0	42816	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	24610		0	0	DREN ESPIRAL SIN TROCAR 10CH UN	0	0	0	0	UNICO	0	0	REDAX	0	0						0	0	0	17.63	0	0			7	3	4	1		LIBRE-27				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	20	0	0	0	0	0	0	0	20	0			0	0					0	0	0	0		0	42816	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21836		0	0	Catéter Torácico Silicón Angulado CH 36	0	0	0	0	CATETERES DE SILICON ANGULADO	0	0	REDAX	0	0						0	0	0	0	28.97	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21833		0	0	Catéter Torácico Silicón Angulado CH 33	0	0	0	0	CATETERES DE SILICON ANGULADO	0	0	REDAX	0	0						0	0	0	9	28.97	0			7	3	4	1		LIBRE-28				1.3	0	0	0.192307692	0	0	42666		42796	REDAX	REDAX AEREO			1	Default		20	=	1				0	14	0	0	G	G	32			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			0.749655568	0	0.272727273	0	0	0	0.5			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21830		0	0	Catéter Torácico Silicón Angulado CH 30	0	0	0	0	CATETERES DE SILICON ANGULADO	0	0	REDAX	0	0						0	0	0	0	28.97	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21828		0	0	Catéter Torácico Silicón Angulado CH 28	0	0	0	0	CATETERES DE SILICON ANGULADO	0	0	REDAX	0	0						0	0	0	0	28.97	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21824		0	0	Catéter Torácico Silicón Angulado CH 24	0	0	0	0	CATETERES DE SILICON ANGULADO	0	0	REDAX	0	0						0	0	0	0	28.97	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21132		0	0	"""Catéter Torácico c/Trocar CH 32 / 10,6mm"""	0	0	0	0	CATETERES CON TROCAR PUNTA CERRADA	0	0	REDAX	0	0						0	0	0	6.73	14.34	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	11	0	0	0	0	0	0	0	11	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21128		0	0	"""Catéter Torácico c/Trocar CH 28 / 9,3mm"""	0	0	0	0	CATETERES CON TROCAR PUNTA CERRADA	0	0	REDAX	0	0						0	0	0	5.05	14.34	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42796	42796	42796	REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	16			1000000000	11	0	0	0	0	0	0	0	11	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21124		0	0	Catéter Torácico c/Trocar CH 24 / 8mm /	0	0	0	0	CATETERES CON TROCAR PUNTA CERRADA	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21120		0	0	"""Catéter Torácico c/Trocar CH 20 / 6,6mm"""	0	0	0	0	CATETERES CON TROCAR PUNTA CERRADA	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21118		0	0	Catéter Torácico c/Trocar CH 18 / 6mm /	0	0	0	0	CATETERES CON TROCAR PUNTA CERRADA	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21116		0	0	"""Catéter Torácico c/Trocar CH 16 / 5,3mm"""	0	0	0	0	CATETERES CON TROCAR PUNTA CERRADA	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21112		0	0	Catéter Torácico c/Trocar CH 12 / 4mm /	0	0	0	0	CATETERES CON TROCAR PUNTA CERRADA	0	0	REDAX	0	0						0	0	0	0	0	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21110		0	0	"""Catéter Torácico c/Trocar CH 10 / 3,3mm"""	0	0	0	0	CATETERES CON TROCAR PUNTA CERRADA	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21108		0	0	"""Catéter Torácico c/Trocar CH 8 / 2,6mm /"""	0	0	0	0	CATETERES CON TROCAR PUNTA CERRADA	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		10	=	1				0	0	0	0	G	G	10			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21040		0	0	"""Catéter Torácico recto PVC CH 40 / 13,3"""	0	0	0	0	CATETERES RECTOS PVC	0	0	REDAX	0	0						0	0	0	0	10.02	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21036		0	0	Catéter Torácico recto PVC CH 36 / 12 mm	0	0	0	0	CATETERES RECTOS PVC	0	0	REDAX	0	0						0	0	0	3.65	9.39	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	1	0	0	0	0	0	0	0	1	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21032		0	0	"""Catéter Torácico recto PVC CH 32 / 10,6"""	0	0	0	0	CATETERES RECTOS PVC	0	0	REDAX	0	0						0	0	0	3.51	8.98	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42796	42796	42796	REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	30			1000000000	7	0	0	0	0	0	0	0	7	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21030		0	0	Catéter Torácico recto PVC CH 30 / 10 mm	0	0	0	0	CATETERES RECTOS PVC	0	0	REDAX	0	0						0	0	0	0	10.02	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21028		0	0	"""Catéter Torácico recto PVC CH 28 / 9,3 m"""	0	0	0	0	CATETERES RECTOS PVC	0	0	REDAX	0	0						0	0	0	3.26	9.39	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	57	0	0	0	0	0	0	0	57	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21024		0	0	Catéter Torácico recto PVC CH 24 / 8 mm	0	0	0	0	CATETERES RECTOS PVC	0	0	REDAX	0	0						0	0	0	0	0	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21020		0	0	"""Catéter Torácico recto PVC CH 20 / 6,6 m"""	0	0	0	0	CATETERES RECTOS PVC	0	0	REDAX	0	0						0	0	0	0	10.02	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	21016		0	0	"""Catéter Torácico recto PVC CH 16 / 5,3 m"""	0	0	0	0	CATETERES RECTOS PVC	0	0	REDAX	0	0						0	0	0	0	10.02	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20940		0	0	Catéter Torácico Angulado PVC CH 40 / 13	0	0	0	0	CATETERES ANGULADOS PVC	0	0	REDAX	0	0						0	0	0	0	13.18	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20936		0	0	Catéter Torácico Angulado PVC CH 36 / 12	0	0	0	0	CATETERES ANGULADOS PVC	0	0	REDAX	0	0						0	0	0	0	13.18	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20932		0	0	"""Catéter Torácico Angulado PVC CH 32 /10,"""	0	0	0	0	CATETERES ANGULADOS PVC	0	0	REDAX	0	0						0	0	0	4.07	13.18	0			7	3	4	1		LIBRE-28				0.22	0	29.54545455	1.136363636	0	0	42845			REDAX	REDAX AEREO			1	Default		20	=	1				0	3	0	0	G	G	20			1000000000	26	0	0	0	0	0	0	0	26	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20930		0	0	Catéter Torácico Angulado PVC CH 30 / 10	0	0	0	0	CATETERES ANGULADOS PVC	0	0	REDAX	0	0						0	0	0	0	13.18	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20928		0	0	"""Catéter Torácico Angulado PVC CH 28 / 9,"""	0	0	0	0	CATETERES ANGULADOS PVC	0	0	REDAX	0	0						0	0	0	0	13.18	0			7	3	4	1	-	LIBRE-28	MFR-22			0	0	0	0	14	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				20	0	13	7	N	N	20			1000000000	0	1	0	0	0	0	0	0	0	1			20	11					92.26	0	0	0		1	42815	42843	42892	42842	42874	42870	42863	1	0	0.772727273	0	0	0	0		N	FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20924		0	0	Catéter Torácico Angulado PVC CH 24 / 8	0	0	0	0	CATETERES ANGULADOS PVC	0	0	REDAX	0	0						0	0	0	0	13.18	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20920		0	0	"""Catéter Torácico Angulado PVC CH 20 / 6,"""	0	0	0	0	CATETERES ANGULADOS PVC	0	0	REDAX	0	0						0	0	0	0	13.18	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20916		0	0	"""Catéter Torácico Angulado PVC CH 16 / 5,"""	0	0	0	0	CATETERES ANGULADOS PVC	0	0	REDAX	0	0						0	0	0	0	13.18	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20836		0	0	Catéter Torácco Silicón recto CH 36 / 12	0	0	0	0	CATETERES DE SILICON RECTO	0	0	REDAX	0	0						0	0	0	6.26	15.46	0			7	3	4	1	+-	LIBRE-28	OK	80		3.81	3.937007874	1.640419948	0.065616798	0	0	42666		42796	REDAX	REDAX AEREO			1	Default		20	=	1				60	41	40	20	R	A	40			1000000000	5	0.92	20	0	0	0	0	0	25	0.58			40	34					138	0	0	10.07759014		1	42815	42843	42892	42873	42901	42901	42901	0.422882628	290	0	0.772727273	0	0	0		R	FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20833		0	0	Catéter Torácco Silicón recto CH 33 / 11	0	0	0	0	CATETERES DE SILICON RECTO	0	0	REDAX	0	0						0	0	0	6.26	15.46	0			7	3	4	1	-	LIBRE-28	MFR-22			3.77	3.978779841	1.25994695	0.066312997	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				60	40	40	20	R	R	50			1000000000	19	0.68	0	0	0	0	0	0	19	0.68			40	34					9.2	0	0	10.07759014		1	42815	42843	42892	42842	42874	42870	42863	0	0	0	0.772727273	0	0	0		N	FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20830		0	0	Catéter Torácco Silicón recto CH 30 / 10	0	0	0	0	CATETERES DE SILICON RECTO	0	0	REDAX	0	0						0	0	0	5.58	18.44	0			7	3	4	1		LIBRE-27				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	25	0	0	0	0	0	0	0	25	0			0	0					0	0	0	0		0	42816	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20828		0	0	"""Catéter Torácco Silicón recto CH 28 / 9,"""	0	0	0	0	CATETERES DE SILICON RECTO	0	0	REDAX	0	0						0	0	0	6.39	15.46	0			7	3	4	1		LIBRE-134	MAC		BUF	0.04	125	137.5	6.25	0	0	42872			REDAX	REDAX AEREO			1	Default		20	=	1				20	1	13	7	L	L	0			1000000000	22	-0.1	0	0	0	0	0	0	22	-0.1			0	11					0	12.78	0	9.733065057		0	42709	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20824		0	0	Catéter Torácco Silicón recto CH 24 / 8m	0	0	0	0	CATETERES DE SILICON RECTO	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666		42796	REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	30			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20821		0	0	Catéter Torácco Silicón recto CH 21 / 7m	0	0	0	0	CATETERES DE SILICON RECTO	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20818		0	0	Catéter Torácco Silicón recto CH 18 / 6m	0	0	0	0	CATETERES DE SILICON RECTO	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20815		0	0	Catéter Torácco Silicón recto CH 15 / 5m	0	0	0	0	CATETERES DE SILICON RECTO	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	20812		0	0	Catéter Torácco Silicón recto CH 12 / 4m	0	0	0	0	CATETERES DE SILICON RECTO	0	0	REDAX	0	0						0	0	0	0	18.44	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		20	=	1				0	0	0	0	G	G	20			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	12024		0	0	Bolsa de sangre para recambio para drena	0	0	0	0	ACCESORIO SET DE AUTOTRANSFUSION	0	0	REDAX	0	0						0	0	0	4.92	13.18	0			7	3	4	1		LIBRE-27				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		25	=	1				0	0	0	0	G	G	25			1000000000	40	0	0	0	0	0	0	0	40	0			0	0					0	0	0	0		0	42816	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	12015		0	0	Bolsa 200 ml	0	0	0	0	BOLSAS	0	0	REDAX	0	0						0	0	0	0	6.59	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		25	=	1				0	0	0	0	G	G	25			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	12004		0	0	Bolsa 600 ml	0	0	0	0	BOLSAS	0	0	REDAX	0	0						0	0	0	0	6.59	0			7	3	4	1		LIBRE-28				0	0	0	0	0	0	42666			REDAX	REDAX AEREO			1	Default		25	=	1				0	0	0	0	G	G	25			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42815	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	11232		0	0	CATETER TORACICO CON TROCAR PUNTA AFILAD	0	0	0	0	CATETERES CON TROCAR PUNTA AFILADA	0	0	REDAX	0	0						0	0	0	6.3	13.11	0			7	3	4	1	-	LIBRE-29	MAC		BUF	1.17	12.82051282	12.17948718	0.213675214	0	0	42845	42796		REDAX	REDAX AEREO			1	Default		10	=	1				60	13	40	20	V	V	80			1000000000	57	0.05	0	0	0	0	0	0	57	0.05			0	34					0	0	0	7.412244898		0	42814	42843	42892	0	0			0	0	0	0	0	0.772727273	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	11228		0	0	CATETER TORACICO CON TROCAR PUNTA AFILAD	0	0	0	0	CATETERES CON TROCAR PUNTA AFILADA	0	0	REDAX	0	0						0	0	0	5.14	13.11	0			7	3	4	1	+-	LIBRE-1	OK	107		11.89	1.682085786	1.030277544	0.021026072	0	0	42845			REDAX	REDAX AEREO			1	Default		10	=	1				80	125	53	26	R	A	40			1000000000	9	0.89	40	0	0	0	0	0	49	0.39			30	46					135.49	0	0	10.63257365		1.142857	42842	42843	42892	42873	42901	42901	42901	0.610843032	272	0	0.363636364	0.409090909	0	0		R	FALSE		
